valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo
0.12,2014,0.745,Atif Aslam,0.74,231087,0.532,FALSE,3v2k9o,0.052,3,0.114,-7.72,1,Kala Chashma,77,0.069,77.45
0.58,2018,0.313,Sunidhi Chauhan,0.615,295580,0.841,FALSE,90kq38,0.046,5,0.072,-9.73,0,Vaaste,83,0.035,101.51
0.25,2018,0.415,Dhvani Bhanushali,0.583,217109,0.721,FALSE,u1dkbi,0.12,4,0.135,-3.09,1,DJ Waley Babu,97,0.042,110.42
0.87,2024,0.305,Shreya Ghoshal,0.719,271263,0.718,FALSE,6dolt7,0.11,2,0.117,-9.41,0,Tum Hi Ho,63,0.077,125.11
0.77,2024,0.776,Kishore Kumar,0.491,248784,0.9,FALSE,drplly,0.021,6,0.15,-8.63,0,Bekhayali,93,0.046,137.83
0.41,2018,0.594,Dhvani Bhanushali,0.565,233585,0.662,FALSE,sqw4cl,0.063,10,0.185,-3.07,0,Tujhe Kitna Chahne Lage,76,0.08,111.38
0.42,2024,0.473,Neha Kakkar,0.811,297311,0.745,FALSE,77ge9t,0.082,6,0.184,-5.5,0,Vaaste,90,0.03,95.1
0.76,2015,0.467,Arijit Singh,0.787,217352,0.752,FALSE,yeedl5,0.06,10,0.084,-8.09,0,Tum Hi Ho,87,0.023,132.84
0.95,2015,0.116,Shreya Ghoshal,0.412,225109,0.665,FALSE,c7acx7,0.063,8,0.124,-9.65,0,Channa Mereya,72,0.099,127.2
0.85,2022,0.607,Ed Sheeran,0.868,203594,0.831,FALSE,bzy8t3,0.043,1,0.233,-9.95,0,Uptown Funk,57,0.087,74.3
0.66,2021,0.579,Shreya Ghoshal,0.656,246139,0.588,FALSE,xvao8n,0.111,6,0.265,-6.93,0,Kala Chashma,96,0.093,98
0.18,2020,0.438,Atif Aslam,0.675,258645,0.455,FALSE,phzjld,0.148,0,0.191,-5.99,1,Tujhe Kitna Chahne Lage,84,0.02,97.86
0.55,2020,0.257,Taylor Swift,0.721,290535,0.482,FALSE,38i3nx,0.02,5,0.082,-10,1,Believer,97,0.098,114.99
0.24,2012,0.77,Dua Lipa,0.406,278205,0.438,TRUE,vfhstb,0.046,11,0.178,-8.38,1,Girls Like You,98,0.035,138.93
0.19,2021,0.574,Adele,0.451,291020,0.788,TRUE,reb5bv,0.135,4,0.245,-7.8,1,Believer,51,0.098,124.56
0.43,2022,0.146,Taylor Swift,0.662,285281,0.727,FALSE,mz41oh,0.019,5,0.183,-6.52,0,Levitating,79,0.06,105.61
0.58,2018,0.108,Badshah,0.597,192203,0.894,FALSE,ihgm65,0.135,2,0.175,-5.46,0,Dilbar,54,0.073,98.36
0.94,2023,0.559,Maroon 5,0.762,192437,0.654,FALSE,sg4raa,0.078,5,0.203,-5.54,0,Believer,87,0.098,133.64
0.17,2022,0.409,Taylor Swift,0.444,182083,0.772,FALSE,4hr54l,0.139,2,0.155,-2.23,1,Viva La Vida,68,0.074,81.78
0.34,2013,0.457,The Weeknd,0.643,259175,0.594,FALSE,ttbbz1,0.002,6,0.221,-6.99,0,Believer,84,0.095,134.85
0.63,2017,0.28,The Weeknd,0.857,292091,0.78,FALSE,gk0744,0.137,11,0.091,-6.9,0,Hello,75,0.075,75.05
0.42,2023,0.391,Taylor Swift,0.636,268058,0.459,FALSE,f87s7p,0.1,3,0.208,-3.86,0,Hello,88,0.094,109.18
0.82,2016,0.571,Coldplay,0.815,261488,0.796,FALSE,24380s,0.122,10,0.102,-7.52,1,Anti-Hero,55,0.093,94.8
0.85,2023,0.252,The Weeknd,0.485,266098,0.845,FALSE,f2s1db,0.002,11,0.057,-6.33,1,Anti-Hero,85,0.072,133.24
0.35,2025,0.692,Lata Mangeshkar,0.818,279167,0.477,FALSE,klaizw,0.058,10,0.243,-2.13,1,Dilbar,94,0.081,119.44
0.2,2021,0.646,Bruno Mars,0.658,286755,0.449,FALSE,01ga4i,0.078,10,0.093,-7.38,1,Thinking Out Loud,65,0.046,133
0.6,2025,0.175,Neha Kakkar,0.711,203265,0.573,TRUE,4s5ue2,0.001,10,0.284,-8.84,0,Tera Ban Jaunga,52,0.035,101.57
0.84,2013,0.789,Ed Sheeran,0.896,232432,0.447,FALSE,scrmel,0.057,2,0.079,-3.1,1,Levitating,72,0.022,87.16
0.21,2022,0.49,Dhvani Bhanushali,0.745,236237,0.414,FALSE,eguxa2,0.005,7,0.233,-5.47,1,Tum Hi Ho,50,0.043,117.36
0.57,2017,0.778,Lata Mangeshkar,0.596,206164,0.851,FALSE,uzif29,0.146,11,0.131,-4.15,0,Vaaste,86,0.06,95.37
0.36,2020,0.352,Dua Lipa,0.711,269536,0.548,FALSE,d387j8,0.127,2,0.188,-3.05,0,Bad Guy,82,0.069,77.59
0.56,2019,0.754,Dhvani Bhanushali,0.607,267133,0.406,FALSE,hjzdd6,0.093,7,0.077,-4.28,1,Bekhayali,94,0.068,105.74
0.7,2018,0.419,Coldplay,0.799,274138,0.805,FALSE,idjoc7,0.071,7,0.099,-5.92,0,Can't Feel My Face,91,0.076,106.01
0.15,2014,0.337,Armaan Malik,0.54,214454,0.512,FALSE,vvy0lf,0.085,7,0.225,-5.11,0,Tera Ban Jaunga,55,0.084,127.83
0.81,2020,0.752,Kishore Kumar,0.658,249224,0.755,FALSE,be81aq,0.056,1,0.204,-2.01,1,Tum Hi Ho,96,0.053,138.84
0.7,2014,0.53,Atif Aslam,0.883,250221,0.777,FALSE,bdqnvp,0.017,0,0.23,-3.66,1,DJ Waley Babu,59,0.04,99.28
0.53,2023,0.772,Neha Kakkar,0.59,259153,0.635,TRUE,kwt9sl,0.03,2,0.224,-4.22,0,Dilbar,93,0.045,89.7
0.31,2018,0.577,The Weeknd,0.612,291501,0.765,FALSE,7olt0w,0.1,1,0.189,-2.15,0,Thinking Out Loud,85,0.073,121.4
0.25,2014,0.376,Billie Eilish,0.7,287112,0.779,FALSE,yzx375,0.061,10,0.07,-2.4,0,Can't Feel My Face,78,0.044,118.17
0.29,2017,0.55,Maroon 5,0.515,202071,0.642,FALSE,6pc0jg,0.111,11,0.189,-2.8,1,Thinking Out Loud,54,0.024,102.07
0.86,2016,0.159,Arijit Singh,0.712,188093,0.749,FALSE,vmbmuv,0.078,6,0.163,-9.2,1,Tujhe Kitna Chahne Lage,67,0.1,106.23
0.21,2019,0.457,Ed Sheeran,0.841,221564,0.558,FALSE,f2mpax,0.075,10,0.129,-7.72,0,Believer,63,0.077,98.78
0.47,2017,0.308,Imagine Dragons,0.58,248094,0.884,FALSE,yjnmuc,0.008,3,0.24,-6.35,0,Bad Guy,60,0.069,112.24
0.74,2021,0.06,Kishore Kumar,0.553,283182,0.793,FALSE,496mmi,0.019,7,0.197,-5.01,0,Channa Mereya,59,0.075,120.9
0.64,2018,0.091,Taylor Swift,0.839,290010,0.562,FALSE,lppkhr,0.124,10,0.085,-5.99,0,Levitating,82,0.066,108.37
0.9,2015,0.216,Badshah,0.407,269620,0.447,FALSE,gx8174,0.143,3,0.211,-4.18,1,Tera Ban Jaunga,72,0.09,119.93
0.16,2018,0.168,Dua Lipa,0.467,204240,0.788,FALSE,ovu48y,0.067,5,0.182,-3.2,0,Viva La Vida,91,0.063,96.48
0.72,2021,0.658,Neha Kakkar,0.556,197147,0.662,FALSE,tuzh9i,0.148,4,0.204,-4.39,0,Vaaste,68,0.073,76.4
0.63,2013,0.397,Adele,0.512,213632,0.519,FALSE,sssjiz,0.066,5,0.251,-5.07,1,Levitating,81,0.068,74.83
0.48,2012,0.267,Billie Eilish,0.706,218877,0.803,FALSE,3e1768,0.082,11,0.144,-7.53,0,Bad Guy,68,0.077,70.64
0.63,2022,0.128,Taylor Swift,0.873,231250,0.562,FALSE,wmqijv,0.111,11,0.277,-8.64,1,Anti-Hero,87,0.059,97.74
0.62,2017,0.372,Taylor Swift,0.791,239875,0.777,FALSE,i664yo,0.051,5,0.116,-9.76,1,Hello,94,0.034,136.26
0.92,2018,0.231,Badshah,0.828,291495,0.589,FALSE,l6lpuw,0.047,0,0.297,-6.16,0,Tujhe Kitna Chahne Lage,59,0.098,132.77
0.23,2022,0.192,Shreya Ghoshal,0.743,215175,0.851,TRUE,gfhjyd,0.126,7,0.265,-7.99,1,Channa Mereya,67,0.067,70.64
0.55,2024,0.596,Arijit Singh,0.465,214187,0.654,FALSE,qk91yl,0.036,3,0.07,-2.09,1,Tum Hi Ho,58,0.085,104.47
0.57,2023,0.228,Adele,0.57,206184,0.534,TRUE,90azjd,0.011,3,0.241,-8.07,1,Bad Guy,54,0.029,103.05
0.42,2013,0.183,Badshah,0.535,227812,0.81,FALSE,fc2uh1,0.023,11,0.146,-9.02,0,Kala Chashma,82,0.05,127.03
0.73,2020,0.637,Arijit Singh,0.744,205618,0.537,FALSE,5uanqz,0.116,6,0.224,-5.98,0,Main Rahoon Ya Na Rahoon,99,0.069,138.7
0.57,2016,0.068,Bruno Mars,0.603,245928,0.419,FALSE,45uulo,0.138,3,0.274,-6.98,1,Believer,70,0.058,77.79
0.88,2017,0.409,Badshah,0.76,182311,0.759,FALSE,dcxjz4,0.016,7,0.296,-2.31,0,Main Rahoon Ya Na Rahoon,57,0.09,133.08
0.32,2022,0.354,Billie Eilish,0.54,233302,0.898,FALSE,rytsde,0.091,6,0.105,-8.02,0,Levitating,58,0.099,118.11
0.81,2024,0.249,Kishore Kumar,0.677,212331,0.556,FALSE,y9w0rh,0.08,9,0.163,-3.69,0,Tum Hi Ho,64,0.025,77.06
0.16,2017,0.567,Coldplay,0.75,284628,0.665,TRUE,9elgur,0.142,9,0.098,-9.75,0,Hello,82,0.084,88.35
0.93,2015,0.061,Taylor Swift,0.655,266629,0.811,FALSE,g7bwr4,0.052,10,0.277,-6.53,1,Thinking Out Loud,76,0.049,131.96
0.43,2023,0.564,Lata Mangeshkar,0.6,244690,0.443,FALSE,gv3jys,0.126,0,0.172,-6.72,1,Bekhayali,98,0.04,135.55
0.6,2018,0.372,Dhvani Bhanushali,0.489,213710,0.731,FALSE,doml7i,0.129,7,0.241,-6.3,1,Tum Hi Ho,68,0.039,86.64
0.39,2025,0.631,Armaan Malik,0.689,269867,0.631,FALSE,g0jpqa,0.029,2,0.23,-6.43,1,Dilbar,82,0.084,110.73
0.14,2021,0.685,Atif Aslam,0.574,264276,0.891,TRUE,btlm3e,0.031,5,0.131,-7.45,0,DJ Waley Babu,51,0.053,99.84
0.51,2024,0.621,Billie Eilish,0.613,277020,0.662,FALSE,uy3qo8,0.029,6,0.207,-4.19,1,Girls Like You,98,0.064,117.12
0.38,2022,0.289,Shreya Ghoshal,0.88,209148,0.457,FALSE,mapalr,0.078,3,0.296,-9.34,0,Dilbar,51,0.09,132.89
0.35,2021,0.598,Adele,0.715,216550,0.741,TRUE,a8omax,0.129,3,0.257,-5.56,0,Can't Feel My Face,82,0.092,106.11
0.65,2016,0.703,Shreya Ghoshal,0.75,265495,0.737,FALSE,vrijqc,0.015,10,0.19,-8.65,1,DJ Waley Babu,60,0.023,93.97
0.48,2015,0.324,Billie Eilish,0.89,297091,0.747,FALSE,cq0s13,0.048,3,0.08,-2.36,1,Viva La Vida,60,0.029,127.85
0.46,2018,0.77,Atif Aslam,0.523,257153,0.545,FALSE,5a713l,0.08,0,0.282,-8.52,1,Bekhayali,73,0.031,77.52
0.48,2015,0.542,Coldplay,0.814,235757,0.739,FALSE,wwbmwt,0.058,8,0.134,-8.23,0,Can't Feel My Face,58,0.076,105.25
0.78,2025,0.099,Arijit Singh,0.703,184061,0.727,FALSE,zjuqfr,0.02,11,0.132,-9.17,1,Bekhayali,98,0.075,98.87
0.36,2023,0.265,Billie Eilish,0.826,221291,0.532,FALSE,0fwo00,0.117,5,0.06,-8.15,1,Bad Guy,99,0.043,137.32
0.91,2021,0.063,Sunidhi Chauhan,0.501,294154,0.418,FALSE,7kveji,0.068,9,0.156,-3.04,1,Bekhayali,82,0.023,100.05
0.28,2023,0.107,Arijit Singh,0.572,249543,0.556,FALSE,5max9v,0.07,11,0.262,-7.74,0,Kala Chashma,51,0.046,77.49
0.16,2019,0.392,Arijit Singh,0.616,207627,0.467,FALSE,ccj5bq,0.031,9,0.212,-7.17,1,Tera Ban Jaunga,91,0.079,87.04
0.34,2012,0.439,Dhvani Bhanushali,0.822,243745,0.795,FALSE,o41gag,0.015,8,0.275,-4.75,0,Tum Hi Ho,93,0.055,92.14
0.85,2025,0.139,Neha Kakkar,0.546,232593,0.583,FALSE,ds5lg9,0.031,0,0.258,-9.05,0,Tum Hi Ho,60,0.074,89.44
0.45,2019,0.459,Atif Aslam,0.644,233504,0.743,FALSE,r0iue3,0.132,0,0.128,-8.27,1,DJ Waley Babu,59,0.027,123.17
0.88,2025,0.619,Kishore Kumar,0.638,182692,0.556,TRUE,h8ka5z,0.026,1,0.135,-6.01,0,Tujhe Kitna Chahne Lage,65,0.059,101.2
0.18,2012,0.386,Atif Aslam,0.493,185978,0.72,FALSE,ju0p4y,0.12,9,0.115,-9.05,0,Tujhe Kitna Chahne Lage,82,0.063,118.15
0.16,2022,0.331,Imagine Dragons,0.786,225605,0.803,FALSE,kf73pd,0.012,5,0.262,-9.56,0,Believer,87,0.09,107.15
0.88,2019,0.395,Arijit Singh,0.836,295542,0.681,TRUE,7qgz0o,0.014,7,0.125,-5.15,1,Dilbar,68,0.043,95.42
0.33,2020,0.447,Bruno Mars,0.523,199600,0.867,TRUE,kcnrih,0.149,11,0.06,-8.76,1,Uptown Funk,84,0.095,118.4
0.7,2013,0.246,Dua Lipa,0.403,197491,0.595,FALSE,0b17vj,0.029,2,0.142,-6.39,1,Bad Guy,93,0.033,111.94
0.38,2023,0.699,Imagine Dragons,0.577,298684,0.686,FALSE,1i19ce,0.001,9,0.245,-9.93,0,Thinking Out Loud,98,0.055,114.28
0.64,2017,0.576,Armaan Malik,0.454,185826,0.83,FALSE,5n9dda,0.015,2,0.185,-4.94,0,Bekhayali,89,0.07,86.86
0.22,2014,0.293,Dhvani Bhanushali,0.849,290774,0.472,FALSE,55pvot,0.045,11,0.109,-6.55,0,Tujhe Kitna Chahne Lage,66,0.048,113.66
0.74,2015,0.628,Shreya Ghoshal,0.619,253729,0.445,FALSE,5bn0na,0.017,8,0.293,-9.22,0,Tujhe Kitna Chahne Lage,63,0.055,85.02
0.64,2023,0.334,Lata Mangeshkar,0.827,249104,0.548,FALSE,dvcp4f,0.143,11,0.16,-2.18,1,Dilbar,88,0.099,87.63
0.75,2025,0.147,Sunidhi Chauhan,0.885,246920,0.812,FALSE,2z6rps,0.044,3,0.261,-5.58,1,Bekhayali,68,0.075,96.41
0.2,2023,0.656,Arijit Singh,0.628,289997,0.665,FALSE,i8kgts,0.049,11,0.121,-7.29,0,Tera Ban Jaunga,63,0.041,99.22
0.3,2017,0.646,Lata Mangeshkar,0.406,223877,0.813,FALSE,v8d1ml,0.113,7,0.115,-4.58,1,Vaaste,61,0.046,132.61
0.7,2024,0.448,Bruno Mars,0.833,291750,0.816,TRUE,xs9swo,0.115,1,0.145,-7.02,0,Levitating,93,0.035,138.74
0.33,2018,0.652,Badshah,0.685,292657,0.794,FALSE,258ikr,0.141,1,0.083,-6.96,1,Tum Hi Ho,65,0.086,86.39
0.82,2024,0.574,Arijit Singh,0.425,288146,0.637,FALSE,1slm9u,0.086,3,0.07,-2.6,0,Main Rahoon Ya Na Rahoon,62,0.094,103.76
0.49,2014,0.726,Armaan Malik,0.792,251086,0.827,TRUE,m05jgk,0.118,8,0.122,-9.24,1,Bekhayali,89,0.096,114.28
0.12,2020,0.128,Arijit Singh,0.679,185745,0.846,FALSE,k8tlfc,0.087,8,0.061,-7.24,1,Channa Mereya,70,0.043,112.71
0.39,2021,0.169,Adele,0.709,222057,0.705,FALSE,vww5iy,0.057,8,0.263,-9.41,0,Hello,63,0.028,112.59
0.15,2022,0.645,Dua Lipa,0.461,292625,0.675,TRUE,bm356u,0.145,5,0.109,-5.81,1,Bad Guy,74,0.047,72.93
0.44,2020,0.697,Neha Kakkar,0.645,192012,0.481,FALSE,i6rcnk,0.044,3,0.212,-4.55,0,Main Rahoon Ya Na Rahoon,95,0.057,134.33
0.26,2013,0.501,Lata Mangeshkar,0.744,264032,0.596,FALSE,kdzhfw,0.062,9,0.18,-4.25,1,Channa Mereya,76,0.031,81.36
0.17,2012,0.465,Badshah,0.488,222260,0.596,TRUE,lvan1f,0.141,3,0.149,-7.01,0,Main Rahoon Ya Na Rahoon,73,0.029,105.16
0.51,2025,0.53,Bruno Mars,0.805,298756,0.544,FALSE,phgjre,0.023,7,0.29,-3.81,1,Girls Like You,79,0.099,124.66
0.35,2021,0.545,Bruno Mars,0.564,208282,0.877,FALSE,sa3130,0.14,6,0.191,-6.55,1,Levitating,97,0.094,79.31
0.35,2018,0.603,Dhvani Bhanushali,0.828,253353,0.529,FALSE,g0upr9,0.115,5,0.273,-3.44,1,DJ Waley Babu,68,0.097,121.61
0.75,2015,0.699,Neha Kakkar,0.548,213814,0.83,FALSE,s84k24,0.032,3,0.168,-8.33,1,Tujhe Kitna Chahne Lage,96,0.031,81.54
0.22,2012,0.382,Armaan Malik,0.497,216745,0.727,FALSE,ozbuhq,0.128,7,0.108,-6.29,1,Tum Hi Ho,52,0.032,84.81
0.85,2014,0.352,Imagine Dragons,0.845,187235,0.56,FALSE,lanvxm,0.145,8,0.209,-6.79,0,Uptown Funk,70,0.044,78.21
0.2,2022,0.075,The Weeknd,0.587,296275,0.694,FALSE,6oc6kk,0.094,5,0.058,-5.36,1,Can't Feel My Face,79,0.061,135.57
0.75,2024,0.667,Atif Aslam,0.421,269807,0.695,FALSE,z4651g,0.102,4,0.234,-9.54,0,Dilbar,89,0.071,121.03
0.28,2014,0.524,Badshah,0.579,281842,0.583,TRUE,g4f9yu,0.133,2,0.282,-7.22,0,Bekhayali,53,0.073,88.74
0.95,2025,0.708,Badshah,0.862,221383,0.523,FALSE,4hlto1,0.06,6,0.14,-7.23,1,Tujhe Kitna Chahne Lage,73,0.061,138.56
0.47,2019,0.086,Adele,0.493,193377,0.829,FALSE,8piv0l,0.051,6,0.092,-9.41,0,Levitating,55,0.021,95.35
0.39,2013,0.215,Lata Mangeshkar,0.724,283080,0.841,TRUE,wlq921,0.14,1,0.133,-4.04,1,Dilbar,90,0.085,126.4
0.3,2020,0.658,Taylor Swift,0.623,291562,0.704,TRUE,5ek2g0,0.073,8,0.067,-8.95,0,Thinking Out Loud,94,0.049,88.84
0.66,2017,0.515,Billie Eilish,0.425,261112,0.633,FALSE,czs4po,0.045,8,0.159,-2.68,1,Anti-Hero,64,0.086,86.7
0.77,2018,0.479,Kishore Kumar,0.82,183035,0.553,FALSE,t09aja,0.087,8,0.299,-2.38,1,Tera Ban Jaunga,92,0.056,103.12
0.41,2023,0.758,Atif Aslam,0.884,247387,0.524,FALSE,el6knr,0.004,4,0.131,-3.53,0,Tera Ban Jaunga,52,0.073,115.86
0.85,2024,0.135,Shreya Ghoshal,0.731,251749,0.496,FALSE,az28yc,0.041,2,0.243,-4.26,0,Kala Chashma,85,0.026,122.02
0.55,2022,0.632,The Weeknd,0.499,248779,0.477,FALSE,n5v2vv,0.127,7,0.132,-9.88,1,Uptown Funk,80,0.053,126.76
0.8,2022,0.655,Shreya Ghoshal,0.736,277079,0.695,TRUE,3f9879,0.085,10,0.07,-6.13,1,Tera Ban Jaunga,85,0.093,116.52
0.94,2024,0.092,Badshah,0.537,217657,0.79,FALSE,rfjp6b,0.026,6,0.203,-3.02,1,DJ Waley Babu,92,0.081,137
0.87,2018,0.398,Dua Lipa,0.829,226924,0.672,FALSE,r5y5zs,0.084,3,0.273,-3.19,1,Viva La Vida,60,0.022,135.62
0.17,2021,0.236,Kishore Kumar,0.481,216904,0.775,FALSE,czrnno,0.066,5,0.185,-4.6,0,Kala Chashma,57,0.061,116.59
0.67,2021,0.789,Taylor Swift,0.514,221791,0.494,FALSE,a4cquv,0.107,8,0.287,-8.68,1,Girls Like You,54,0.061,119.35
0.59,2013,0.378,Armaan Malik,0.77,238086,0.493,FALSE,cu78ti,0.1,7,0.213,-7.93,1,Channa Mereya,81,0.05,102.55
0.9,2018,0.23,Bruno Mars,0.521,191894,0.798,TRUE,yxzo48,0.094,10,0.225,-5.69,0,Viva La Vida,53,0.06,86.24
0.47,2020,0.176,The Weeknd,0.48,246722,0.658,TRUE,42aq8x,0.02,4,0.2,-5.35,1,Can't Feel My Face,65,0.058,132.65
0.84,2023,0.125,Arijit Singh,0.507,193256,0.64,FALSE,eb1una,0.042,8,0.184,-4.69,1,Tum Hi Ho,94,0.042,101.38
0.47,2024,0.189,Imagine Dragons,0.693,210158,0.812,FALSE,b1e7yc,0.148,0,0.275,-3.66,1,Bad Guy,81,0.048,114.85
0.33,2021,0.114,Badshah,0.67,203150,0.847,FALSE,cp29y6,0.107,1,0.16,-4.24,0,Vaaste,88,0.089,86.27
0.38,2020,0.578,Adele,0.718,180038,0.894,FALSE,e6fewp,0.135,2,0.256,-4.81,0,Levitating,81,0.066,99.89
0.6,2022,0.19,Imagine Dragons,0.705,263653,0.672,FALSE,oh97fy,0.139,11,0.252,-5.24,1,Can't Feel My Face,53,0.075,90.01
0.33,2022,0.542,Dua Lipa,0.764,249231,0.662,TRUE,7krc98,0.129,8,0.085,-7.55,1,Hello,95,0.051,92.71
0.56,2017,0.153,Neha Kakkar,0.855,294401,0.879,TRUE,jnerha,0.061,11,0.214,-3.21,0,Kala Chashma,56,0.084,114.73
0.78,2023,0.59,Lata Mangeshkar,0.823,223810,0.897,TRUE,ouu0j8,0.009,0,0.055,-2.31,0,Channa Mereya,82,0.097,102.64
0.25,2018,0.376,Sunidhi Chauhan,0.61,263326,0.843,FALSE,ryqw75,0.129,5,0.262,-8.97,1,Tujhe Kitna Chahne Lage,77,0.093,84.07
0.61,2014,0.151,Billie Eilish,0.741,256350,0.592,FALSE,b8bzb6,0.079,11,0.253,-8.75,0,Levitating,97,0.067,75.88
0.24,2017,0.601,Neha Kakkar,0.432,266985,0.587,FALSE,01i14d,0.136,5,0.072,-3.85,1,Dilbar,51,0.078,103.48
0.8,2018,0.183,Coldplay,0.876,247007,0.42,FALSE,fb9cr3,0.113,3,0.059,-5.26,1,Uptown Funk,69,0.072,115.81
0.56,2013,0.795,Arijit Singh,0.874,276803,0.783,FALSE,e337gq,0.076,8,0.198,-4.4,1,Vaaste,98,0.065,111.41
0.26,2025,0.338,Shreya Ghoshal,0.468,230614,0.855,FALSE,x2hqqt,0.021,9,0.239,-6.43,1,Main Rahoon Ya Na Rahoon,70,0.023,113.46
0.22,2024,0.06,Arijit Singh,0.619,282232,0.748,FALSE,sarwyq,0.134,3,0.068,-6.7,1,Tera Ban Jaunga,67,0.031,132.11
0.81,2024,0.627,Dhvani Bhanushali,0.869,186456,0.864,FALSE,7234p3,0.102,9,0.103,-4.77,0,Bekhayali,56,0.035,93.78
0.65,2013,0.404,Maroon 5,0.661,256713,0.793,TRUE,a6cgpw,0.012,8,0.136,-7.59,0,Viva La Vida,91,0.09,80.86
0.62,2025,0.184,Sunidhi Chauhan,0.479,283132,0.518,FALSE,rzw89j,0.08,6,0.177,-2.03,1,Vaaste,81,0.042,130.05
0.75,2015,0.502,Neha Kakkar,0.771,226427,0.665,FALSE,37z9cc,0.053,11,0.15,-3.03,1,Vaaste,75,0.082,121.63
0.47,2018,0.757,Dhvani Bhanushali,0.563,214764,0.885,FALSE,zo56z9,0.069,10,0.292,-5.78,1,Tum Hi Ho,51,0.087,103.88
0.12,2012,0.164,Kishore Kumar,0.6,243577,0.635,FALSE,dpxqn1,0.126,3,0.153,-5.9,0,Tum Hi Ho,83,0.092,127.01
0.94,2023,0.395,Shreya Ghoshal,0.839,263446,0.801,FALSE,8jc0jj,0.023,0,0.207,-5.46,0,Tum Hi Ho,68,0.082,120.26
0.65,2014,0.343,Shreya Ghoshal,0.721,216631,0.533,FALSE,yhpq8a,0.048,11,0.099,-6.28,1,Main Rahoon Ya Na Rahoon,55,0.081,124.04
0.38,2016,0.506,Dua Lipa,0.657,299005,0.713,TRUE,597gq0,0.026,10,0.217,-8.77,1,Anti-Hero,74,0.055,92.65
0.71,2019,0.158,Sunidhi Chauhan,0.85,246727,0.766,FALSE,w7yjlg,0.009,1,0.271,-5.81,0,Main Rahoon Ya Na Rahoon,81,0.086,105.52
0.53,2021,0.642,Taylor Swift,0.501,267916,0.473,FALSE,rsscf0,0.098,4,0.183,-4.26,0,Viva La Vida,84,0.051,76.24
0.83,2023,0.175,Armaan Malik,0.435,202720,0.691,FALSE,0xjg1t,0.024,1,0.164,-7.3,0,Dilbar,51,0.06,111.06
0.44,2019,0.696,Badshah,0.515,290286,0.71,FALSE,3ixhk2,0.056,6,0.241,-9.01,0,Channa Mereya,89,0.051,72.08
0.77,2022,0.391,Imagine Dragons,0.42,217362,0.805,FALSE,5vwy4q,0.095,0,0.183,-3.63,1,Thinking Out Loud,74,0.021,82.18
0.72,2017,0.497,Maroon 5,0.746,295311,0.621,FALSE,1iy4bn,0.032,8,0.194,-3.8,1,Anti-Hero,84,0.051,115.23
0.6,2022,0.672,The Weeknd,0.731,215908,0.418,FALSE,xjxztm,0.098,3,0.259,-8.24,0,Viva La Vida,98,0.073,83.97
0.61,2013,0.4,Atif Aslam,0.827,213530,0.439,TRUE,12f0tv,0.105,4,0.165,-3.13,0,DJ Waley Babu,53,0.076,115.7
0.75,2012,0.642,Coldplay,0.679,182533,0.899,FALSE,7eg42g,0.109,1,0.12,-4.26,1,Viva La Vida,97,0.066,122.78
0.34,2015,0.597,Kishore Kumar,0.546,201992,0.599,FALSE,eg1h9n,0.091,3,0.116,-9.22,1,Kala Chashma,72,0.026,99.1
0.36,2012,0.703,Arijit Singh,0.559,211656,0.58,FALSE,d8ep1b,0.136,10,0.096,-7.5,1,Channa Mereya,88,0.073,109.73
0.4,2025,0.444,Lata Mangeshkar,0.474,297324,0.412,FALSE,7bz1ag,0.079,5,0.179,-8.35,0,Kala Chashma,82,0.081,113.77
0.61,2023,0.092,Dhvani Bhanushali,0.763,285647,0.54,TRUE,snvk7a,0.023,9,0.059,-9.05,0,Kala Chashma,55,0.074,139.26
0.64,2023,0.4,Armaan Malik,0.511,215801,0.504,TRUE,9bp42n,0.123,6,0.217,-5.46,0,Tera Ban Jaunga,62,0.089,136.8
0.64,2016,0.08,Sunidhi Chauhan,0.691,243876,0.893,FALSE,i0chtj,0.11,1,0.062,-3.33,1,Main Rahoon Ya Na Rahoon,52,0.029,74.44
0.27,2022,0.426,Dua Lipa,0.7,239885,0.46,TRUE,sj7pcv,0.006,0,0.232,-9.77,1,Bad Guy,76,0.088,100.89
0.18,2017,0.411,Armaan Malik,0.828,243989,0.823,FALSE,hx62az,0.058,1,0.129,-5.17,0,Kala Chashma,80,0.023,130.84
0.89,2022,0.787,Arijit Singh,0.55,251118,0.604,FALSE,b1lfdl,0.126,3,0.123,-2.34,0,Vaaste,51,0.098,77.67
0.26,2015,0.113,Adele,0.84,222275,0.782,FALSE,6ejlny,0.075,2,0.057,-5.49,1,Anti-Hero,53,0.096,78.73
0.39,2019,0.071,Atif Aslam,0.575,239577,0.529,TRUE,gaihwo,0.024,5,0.052,-4.84,0,Channa Mereya,98,0.044,88.63
0.16,2024,0.645,Coldplay,0.467,292682,0.454,FALSE,5ayddi,0.098,10,0.255,-9.84,1,Girls Like You,57,0.043,135.63
0.29,2014,0.207,Kishore Kumar,0.773,185219,0.517,FALSE,mkgvi5,0.142,2,0.165,-3.12,0,Bekhayali,99,0.082,110.17
0.13,2024,0.195,Adele,0.783,238264,0.627,TRUE,57orln,0.047,2,0.29,-4.82,1,Believer,53,0.074,111.78
